         買超概算   區間漲幅       代號            分類
0    6.340528       亞力           傳產-電機     很強
1   25.507611       華城           傳產-電機     很強
2    0.925743    駿吉-KY           傳產-電機     很強
3    1.799846       合機         傳產-電線電纜   緩緩上漲
4   -0.434734    英利-KY        傳產-汽車零組件   緩緩下跌
5   26.230080       華泰      電子上游-IC-封測     很強
6    3.554828      偉詮電      電子上游-IC-設計   緩緩下跌
7    6.534484     新興-◎           傳產-航運     很強
8    9.464340     裕民-◎           傳產-航運  上漲ing
9    2.885512       中航           傳產-航運     很強
10  -2.714589    美食-KY           傳產-觀光   緩緩下跌
11   1.081030       公準           傳產-電機  上漲ing
12   1.410813       茂訊       電子下游-資訊通路   緩緩上漲
13   6.874066     欣銓-◎      電子上游-IC-封測   緩緩上漲
14   0.215246      富晶通  電子中游-LCD-STN面板   緩緩下跌
15  13.621134     健策-●   電子中游-NB與手機零組件   緩緩上漲
16   5.231053       營邦       電子下游-工業電腦   緩緩上漲
17   8.856671  日月光投控-◎      電子上游-IC-封測   緩緩上漲
18   0.325849   太景*-KY           傳產-生技   緩緩上漲
19   3.001391       台耀           傳產-生技   緩緩上漲
20  -8.901400    材料-KY         傳產-化學工業   緩緩下跌
21   3.717444       立積      電子上游-IC-設計   緩緩上漲
22   0.249831   jpp-KY           傳產-其他   緩緩上漲
23   5.455875       高技     電子上游-PCB-製造  上漲ing
24   4.101137       迎廣         電子中游-機殼     很強
25   9.223797     新普-◎   電子中游-NB與手機零組件  上漲ing
26   4.310589       振曜         電子中游-網通  上漲ing
27   3.955757      精成科     電子上游-PCB-製造  上漲ing
28   5.499323       穎崴      電子上游-IC-封測   緩緩上漲
29  19.068915      愛普*      電子上游-IC-設計   緩緩上漲
30   1.938172       倉和         電子中游-其他  上漲ing
31   0.249868      長科*    電子上游-LED及光元件   緩緩上漲
32  15.706194     南電-●     電子上游-PCB-製造   緩緩上漲
33   0.605243       品安     電子上游-DRAM銷售   緩緩上漲
                分類  node1    node2     node3
0            傳產-電機     很強       亞力   6.34(億)
1            傳產-電機     很強       華城  25.51(億)
2            傳產-電機     很強    駿吉-KY   0.93(億)
3          傳產-電線電纜   緩緩上漲       合機    1.8(億)
4         傳產-汽車零組件   緩緩下跌    英利-KY  -0.43(億)
5       電子上游-IC-封測     很強       華泰  26.23(億)
6       電子上游-IC-設計   緩緩下跌      偉詮電   3.55(億)
7            傳產-航運     很強     新興-◎   6.53(億)
8            傳產-航運  上漲ing     裕民-◎   9.46(億)
9            傳產-航運     很強       中航   2.89(億)
10           傳產-觀光   緩緩下跌    美食-KY  -2.71(億)
11           傳產-電機  上漲ing       公準   1.08(億)
12       電子下游-資訊通路   緩緩上漲       茂訊   1.41(億)
13      電子上游-IC-封測   緩緩上漲     欣銓-◎   6.87(億)
14  電子中游-LCD-STN面板   緩緩下跌      富晶通   0.22(億)
15   電子中游-NB與手機零組件   緩緩上漲     健策-●  13.62(億)
16       電子下游-工業電腦   緩緩上漲       營邦   5.23(億)
17      電子上游-IC-封測   緩緩上漲  日月光投控-◎   8.86(億)
18           傳產-生技   緩緩上漲   太景*-KY   0.33(億)
19           傳產-生技   緩緩上漲       台耀    3.0(億)
20         傳產-化學工業   緩緩下跌    材料-KY   -8.9(億)
21      電子上游-IC-設計   緩緩上漲       立積   3.72(億)
22           傳產-其他   緩緩上漲   jpp-KY   0.25(億)
23     電子上游-PCB-製造  上漲ing       高技   5.46(億)
24         電子中游-機殼     很強       迎廣    4.1(億)
25   電子中游-NB與手機零組件  上漲ing     新普-◎   9.22(億)
26         電子中游-網通  上漲ing       振曜   4.31(億)
27     電子上游-PCB-製造  上漲ing      精成科   3.96(億)
28      電子上游-IC-封測   緩緩上漲       穎崴    5.5(億)
29      電子上游-IC-設計   緩緩上漲      愛普*  19.07(億)
30         電子中游-其他  上漲ing       倉和   1.94(億)
31    電子上游-LED及光元件   緩緩上漲      長科*   0.25(億)
32     電子上游-PCB-製造   緩緩上漲     南電-●  15.71(億)
33     電子上游-DRAM銷售   緩緩上漲       品安   0.61(億)
    node1    node2     node3           node4
0      很強       亞力   6.34(億)           傳產-電機
1      很強       華城  25.51(億)           傳產-電機
2      很強    駿吉-KY   0.93(億)           傳產-電機
3    緩緩上漲       合機    1.8(億)         傳產-電線電纜
4    緩緩下跌    英利-KY  -0.43(億)        傳產-汽車零組件
5      很強       華泰  26.23(億)      電子上游-IC-封測
6    緩緩下跌      偉詮電   3.55(億)      電子上游-IC-設計
7      很強     新興-◎   6.53(億)           傳產-航運
8   上漲ing     裕民-◎   9.46(億)           傳產-航運
9      很強       中航   2.89(億)           傳產-航運
10   緩緩下跌    美食-KY  -2.71(億)           傳產-觀光
11  上漲ing       公準   1.08(億)           傳產-電機
12   緩緩上漲       茂訊   1.41(億)       電子下游-資訊通路
13   緩緩上漲     欣銓-◎   6.87(億)      電子上游-IC-封測
14   緩緩下跌      富晶通   0.22(億)  電子中游-LCD-STN面板
15   緩緩上漲     健策-●  13.62(億)   電子中游-NB與手機零組件
16   緩緩上漲       營邦   5.23(億)       電子下游-工業電腦
17   緩緩上漲  日月光投控-◎   8.86(億)      電子上游-IC-封測
18   緩緩上漲   太景*-KY   0.33(億)           傳產-生技
19   緩緩上漲       台耀    3.0(億)           傳產-生技
20   緩緩下跌    材料-KY   -8.9(億)         傳產-化學工業
21   緩緩上漲       立積   3.72(億)      電子上游-IC-設計
22   緩緩上漲   jpp-KY   0.25(億)           傳產-其他
23  上漲ing       高技   5.46(億)     電子上游-PCB-製造
24     很強       迎廣    4.1(億)         電子中游-機殼
25  上漲ing     新普-◎   9.22(億)   電子中游-NB與手機零組件
26  上漲ing       振曜   4.31(億)         電子中游-網通
27  上漲ing      精成科   3.96(億)     電子上游-PCB-製造
28   緩緩上漲       穎崴    5.5(億)      電子上游-IC-封測
29   緩緩上漲      愛普*  19.07(億)      電子上游-IC-設計
30  上漲ing       倉和   1.94(億)         電子中游-其他
31   緩緩上漲      長科*   0.25(億)    電子上游-LED及光元件
32   緩緩上漲     南電-●  15.71(億)     電子上游-PCB-製造
33   緩緩上漲       品安   0.61(億)     電子上游-DRAM銷售
[['TWSE', '很強'], ['TWSE', '上漲ing'], ['TWSE', '緩緩上漲'], ['TWSE', '緩緩下跌'], ['TWSE', '下跌ing'], ['TWSE', '很弱'], ['很強', '亞力'], ['很強', '華城'], ['很強', '駿吉-KY'], ['緩緩上漲', '合機'], ['緩緩下跌', '英利-KY'], ['很強', '華泰'], ['緩緩下跌', '偉詮電'], ['很強', '新興-◎'], ['上漲ing', '裕民-◎'], ['很強', '中航'], ['緩緩下跌', '美食-KY'], ['上漲ing', '公準'], ['緩緩上漲', '茂訊'], ['緩緩上漲', '欣銓-◎'], ['緩緩下跌', '富晶通'], ['緩緩上漲', '健策-●'], ['緩緩上漲', '營邦'], ['緩緩上漲', '日月光投控-◎'], ['緩緩上漲', '太景*-KY'], ['緩緩上漲', '台耀'], ['緩緩下跌', '材料-KY'], ['緩緩上漲', '立積'], ['緩緩上漲', 'jpp-KY'], ['上漲ing', '高技'], ['很強', '迎廣'], ['上漲ing', '新普-◎'], ['上漲ing', '振曜'], ['上漲ing', '精成科'], ['緩緩上漲', '穎崴'], ['緩緩上漲', '愛普*'], ['上漲ing', '倉和'], ['緩緩上漲', '長科*'], ['緩緩上漲', '南電-●'], ['緩緩上漲', '品安'], ['亞力', '6.34(億)'], ['華城', '25.51(億)'], ['駿吉-KY', '0.93(億)'], ['合機', '1.8(億)'], ['英利-KY', '-0.43(億)'], ['華泰', '26.23(億)'], ['偉詮電', '3.55(億)'], ['新興-◎', '6.53(億)'], ['裕民-◎', '9.46(億)'], ['中航', '2.89(億)'], ['美食-KY', '-2.71(億)'], ['公準', '1.08(億)'], ['茂訊', '1.41(億)'], ['欣銓-◎', '6.87(億)'], ['富晶通', '0.22(億)'], ['健策-●', '13.62(億)'], ['營邦', '5.23(億)'], ['日月光投控-◎', '8.86(億)'], ['太景*-KY', '0.33(億)'], ['台耀', '3.0(億)'], ['材料-KY', '-8.9(億)'], ['立積', '3.72(億)'], ['jpp-KY', '0.25(億)'], ['高技', '5.46(億)'], ['迎廣', '4.1(億)'], ['新普-◎', '9.22(億)'], ['振曜', '4.31(億)'], ['精成科', '3.96(億)'], ['穎崴', '5.5(億)'], ['愛普*', '19.07(億)'], ['倉和', '1.94(億)'], ['長科*', '0.25(億)'], ['南電-●', '15.71(億)'], ['品安', '0.61(億)']]
         買超概算   區間漲幅       代號              分類
0    8.281370  25.12       亞力           傳產-電機
1   38.843697  25.68       華城           傳產-電機
2    1.190429  21.11    駿吉-KY           傳產-電機
3    2.047491  16.23       合機         傳產-電線電纜
4   -3.066294   3.45     美時-◎           傳產-生技
5   -0.442637   0.50    英利-KY        傳產-汽車零組件
6   15.790328   6.86       華泰      電子上游-IC-封測
7    0.653841  10.00       建通       電子上游-連接元件
8    9.181572  27.80     新興-◎           傳產-航運
9    7.953082  14.20     裕民-◎           傳產-航運
10   4.551463  33.48       中航           傳產-航運
11  -2.352483  -1.58    美食-KY           傳產-觀光
12   2.710357  15.71       力特    電子中游-LCD-零組件
13   1.414738   9.45       公準           傳產-電機
14   7.473188  13.35     欣銓-◎      電子上游-IC-封測
15   2.220736   8.00      台星科      電子上游-IC-封測
16   0.191028   4.78      富晶通  電子中游-LCD-STN面板
17  23.548295   7.87    世芯-KY      電子上游-IC-設計
18   4.430566   1.57  日月光投控-◎      電子上游-IC-封測
19   0.297652   1.26   太景*-KY           傳產-生技
20  -3.636220  -8.51    材料-KY         傳產-化學工業
21   1.604981   2.16       十銓     電子上游-DRAM銷售
22   4.249537   8.83       振曜         電子中游-網通
23   3.552444  10.59      精成科     電子上游-PCB-製造
24   0.462026  27.44      安鈦克         電子中游-其他
25   4.851090  -0.26       穎崴      電子上游-IC-封測
26   4.380260  17.13       倉和         電子中游-其他
27   5.898873   1.97      M31      電子上游-IC-設計
28  10.421177  -0.80     南電-●     電子上游-PCB-製造
29   4.642061   8.81    宏捷科-◎      電子上游-IC-代工
30   2.268570   7.96       博智     電子上游-PCB-製造
         買超概算       代號              分類  node1
0    8.281370       亞力           傳產-電機     很強
1   38.843697       華城           傳產-電機     很強
2    1.190429    駿吉-KY           傳產-電機     很強
3    2.047491       合機         傳產-電線電纜  上漲ing
4   -3.066294     美時-◎           傳產-生技   緩緩上漲
5   -0.442637    英利-KY        傳產-汽車零組件   緩緩上漲
6   15.790328       華泰      電子上游-IC-封測   緩緩上漲
7    0.653841       建通       電子上游-連接元件     很弱
8    9.181572     新興-◎           傳產-航運     很強
9    7.953082     裕民-◎           傳產-航運  上漲ing
10   4.551463       中航           傳產-航運     很強
11  -2.352483    美食-KY           傳產-觀光   緩緩下跌
12   2.710357       力特    電子中游-LCD-零組件  上漲ing
13   1.414738       公準           傳產-電機   緩緩上漲
14   7.473188     欣銓-◎      電子上游-IC-封測  上漲ing
15   2.220736      台星科      電子上游-IC-封測   緩緩上漲
16   0.191028      富晶通  電子中游-LCD-STN面板   緩緩上漲
17  23.548295    世芯-KY      電子上游-IC-設計   緩緩上漲
18   4.430566  日月光投控-◎      電子上游-IC-封測   緩緩上漲
19   0.297652   太景*-KY           傳產-生技   緩緩上漲
20  -3.636220    材料-KY         傳產-化學工業   緩緩下跌
21   1.604981       十銓     電子上游-DRAM銷售   緩緩上漲
22   4.249537       振曜         電子中游-網通   緩緩上漲
23   3.552444      精成科     電子上游-PCB-製造  上漲ing
24   0.462026      安鈦克         電子中游-其他     很強
25   4.851090       穎崴      電子上游-IC-封測   緩緩下跌
26   4.380260       倉和         電子中游-其他  上漲ing
27   5.898873      M31      電子上游-IC-設計   緩緩上漲
28  10.421177     南電-●     電子上游-PCB-製造   緩緩下跌
29   4.642061    宏捷科-◎      電子上游-IC-代工   緩緩上漲
30   2.268570       博智     電子上游-PCB-製造   緩緩上漲
                分類  node1    node2     node3
0            傳產-電機     很強       亞力   8.28(億)
1            傳產-電機     很強       華城  38.84(億)
2            傳產-電機     很強    駿吉-KY   1.19(億)
3          傳產-電線電纜  上漲ing       合機   2.05(億)
4            傳產-生技   緩緩上漲     美時-◎  -3.07(億)
5         傳產-汽車零組件   緩緩上漲    英利-KY  -0.44(億)
6       電子上游-IC-封測   緩緩上漲       華泰  15.79(億)
7        電子上游-連接元件     很弱       建通   0.65(億)
8            傳產-航運     很強     新興-◎   9.18(億)
9            傳產-航運  上漲ing     裕民-◎   7.95(億)
10           傳產-航運     很強       中航   4.55(億)
11           傳產-觀光   緩緩下跌    美食-KY  -2.35(億)
12    電子中游-LCD-零組件  上漲ing       力特   2.71(億)
13           傳產-電機   緩緩上漲       公準   1.41(億)
14      電子上游-IC-封測  上漲ing     欣銓-◎   7.47(億)
